Gender,Marital_Status,Dependents,Education,Employment_Status,City/Town,Annual_Income,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Approval_Status
Female,Married,0,High School,Employed,Urban,144292,0,22971,118,1
Female,Divorced,0,Graduate,Unemployed,Suburban,97375,0,27737,213,0
Female,Married,1,Graduate,Unemployed,Urban,58115,0,5029,189,0
Female,Married,2,High School,Self-Employed,Suburban,91998,0,27573,197,0
Female,Married,1,High School,Employed,Urban,59387,0,15996,197,1
Male,Single,3,High School,Unemployed,Urban,129929,0,26282,72,1
Male,Single,3,High School,Employed,Urban,65179,0,22769,218,0
Male,Single,0,Graduate,Employed,Suburban,114252,0,24126,171,0
Male,Single,2,Postgraduate,Employed,Suburban,103789,0,24029,215,1
Male,Married,1,Graduate,Employed,Urban,148681,0,37367,160,1
Male,Single,1,High School,Self-Employed,Urban,112070,0,24463,17,0
Female,Divorced,0,Graduate,Employed,Suburban,116493,0,22678,50,1
Male,Married,2,High School,Self-Employed,Rural,23775,0,6064,121,0
Female,Single,3,Graduate,Employed,Rural,53379,1,20000,126,1
Female,Single,1,Graduate,Unemployed,Urban,85320,0,23094,123,1
Female,Single,1,Graduate,Self-Employed,Urban,73072,1,21815,74,1
Male,Single,0,Postgraduate,Employed,Urban,78645,0,20703,180,1
Male,Single,3,High School,Employed,Urban,133846,0,35062,31,0
Female,Single,3,Graduate,Unemployed,Urban,108243,0,21823,179,1
Female,Married,3,Postgraduate,Self-Employed,Suburban,46129,0,14146,51,1
Female,Married,3,Graduate,Self-Employed,Urban,42804,1,5243,196,0
Female,Single,2,Graduate,Self-Employed,Urban,79262,0,22602,142,0
Female,Married,2,High School,Self-Employed,Urban,93573,0,27093,110,1
Male,Single,1,Graduate,Employed,Suburban,78221,0,22110,128,1
Female,Married,0,Postgraduate,Employed,Suburban,39161,0,10150,197,0
Female,Married,3,Graduate,Employed,Urban,63752,0,20000,22,1
Male,Single,0,Graduate,Employed,Urban,51375,0,20000,127,1
Male,Married,1,High School,Unemployed,Urban,73825,1,20448,101,1
Male,Married,3,Graduate,Self-Employed,Urban,91264,0,26287,66,1
Male,Divorced,0,Graduate,Self-Employed,Rural,60242,0,13657,106,0
Male,Married,2,High School,Employed,Urban,79624,0,21766,230,1
Female,Married,2,Postgraduate,Self-Employed,Urban,142949,0,41830,77,1
Male,Married,0,High School,Self-Employed,Rural,64009,0,20000,229,1
Male,Married,2,Postgraduate,Employed,Suburban,140390,0,39188,186,1
Male,Single,0,Graduate,Employed,Urban,29425,0,6754,87,0
Male,Single,2,Graduate,Unemployed,Rural,89427,0,25290,31,1
Female,Married,0,Postgraduate,Employed,Rural,139893,1,23049,54,1
Male,Married,1,High School,Self-Employed,Urban,44507,1,6871,143,0
Female,Married,1,Postgraduate,Employed,Urban,133750,1,39439,211,1
Female,Married,0,Postgraduate,Unemployed,Urban,128163,0,31104,165,1
Male,Married,1,Graduate,Self-Employed,Urban,98429,0,24442,111,0
Female,Single,1,High School,Employed,Suburban,125951,0,32574,69,1
Male,Married,1,High School,Unemployed,Suburban,119203,0,34363,186,1
Male,Single,1,Postgraduate,Self-Employed,Urban,60967,0,20000,24,1
Female,Married,2,High School,Employed,Urban,123666,0,23064,169,1
Male,Married,3,Graduate,Employed,Urban,81462,0,21933,30,1
Male,Single,1,High School,Employed,Suburban,127423,0,37309,198,1
Female,Divorced,1,Graduate,Self-Employed,Urban,59378,0,20000,167,1
Male,Single,3,High School,Employed,Suburban,55239,0,13001,143,0
Male,Married,3,Graduate,Employed,Suburban,46289,0,10966,173,0
Male,Divorced,2,High School,Unemployed,Suburban,41309,0,15527,213,0
Female,Married,3,Graduate,Unemployed,Suburban,85069,0,20152,169,1
Female,Married,3,Postgraduate,Employed,Urban,86118,1,20057,49,1
Female,Single,3,Graduate,Employed,Suburban,119998,1,32391,32,1
Female,Single,2,Postgraduate,Employed,Rural,122752,0,25303,30,1
Female,Single,2,Graduate,Unemployed,Urban,51154,1,7026,172,0
Female,Single,2,Postgraduate,Self-Employed,Suburban,140442,0,34645,100,1
Male,Married,0,Graduate,Employed,Suburban,70170,1,20426,19,0
Male,Single,1,Graduate,Self-Employed,Urban,29958,0,11599,150,0
Female,Single,3,Graduate,Employed,Suburban,105378,0,23501,149,1
Male,Single,0,Graduate,Self-Employed,Urban,27237,0,8211,128,1
Female,Single,1,High School,Employed,Suburban,33282,0,6660,152,1
Male,Married,3,Graduate,Self-Employed,Suburban,28089,0,6453,221,0
Female,Single,2,Postgraduate,Self-Employed,Suburban,77725,0,20439,237,1
Female,Single,3,High School,Unemployed,Urban,85266,0,24098,69,1
Female,Married,1,High School,Self-Employed,Suburban,57351,1,20000,68,1
Male,Single,2,High School,Self-Employed,Rural,44493,1,6458,48,0
Female,Married,0,High School,Self-Employed,Urban,110336,0,29206,137,1
Female,Single,3,High School,Self-Employed,Urban,33695,0,13258,126,0
Female,Married,2,High School,Self-Employed,Suburban,69581,0,7143,144,0
Male,Married,3,Graduate,Employed,Rural,36969,0,11325,92,0
Male,Single,0,Graduate,Employed,Rural,37441,0,5510,56,1
Male,Single,1,Postgraduate,Employed,Urban,112592,1,26641,204,1
Male,Married,0,High School,Employed,Urban,44879,0,13944,26,0
Male,Single,3,High School,Employed,Rural,105187,1,23882,132,1
Female,Married,1,High School,Unemployed,Urban,34959,0,11326,138,0
Male,Married,3,Graduate,Unemployed,Urban,148328,0,25749,234,1
Male,Married,3,Graduate,Self-Employed,Suburban,65743,0,20000,127,1
Female,Married,3,High School,Employed,Urban,33378,0,10285,131,0
Female,Married,3,High School,Employed,Rural,60752,1,23884,113,0
Male,Single,0,High School,Employed,Urban,65249,0,17609,224,0
Female,Single,0,Graduate,Employed,Suburban,134961,0,39643,168,1
Male,Married,3,Postgraduate,Self-Employed,Suburban,37929,1,6231,101,0
Male,Divorced,3,High School,Unemployed,Urban,59975,1,23949,49,0
Female,Married,1,High School,Unemployed,Suburban,107869,0,20312,145,1
Male,Married,3,High School,Self-Employed,Urban,145052,0,22832,99,1
Female,Single,1,High School,Unemployed,Suburban,23842,0,7490,45,1
Male,Divorced,2,High School,Self-Employed,Rural,146983,0,39863,222,1
Male,Single,2,High School,Employed,Urban,104660,0,20102,103,1
Male,Divorced,0,High School,Self-Employed,Urban,85485,0,20327,199,1
Male,Married,3,Postgraduate,Employed,Urban,109646,0,27829,182,0
Female,Single,0,Graduate,Employed,Suburban,115215,1,32569,35,1
Female,Married,1,Graduate,Employed,Urban,135353,0,37725,40,1
Male,Single,1,High School,Employed,Suburban,43570,0,17286,197,0
Male,Married,3,High School,Self-Employed,Urban,36692,0,7300,38,0
Female,Single,1,High School,Self-Employed,Urban,103476,0,20583,98,1
Female,Married,2,Graduate,Employed,Urban,23460,0,6439,127,1
Male,Married,2,Postgraduate,Employed,Urban,38778,0,8149,122,0
Male,Married,3,High School,Employed,Urban,77899,1,21783,139,1
Female,Married,1,Graduate,Employed,Urban,141028,0,30077,189,1
Male,Divorced,2,Postgraduate,Employed,Suburban,68643,0,20363,132,1
Female,Married,1,Graduate,Unemployed,Urban,122078,0,28952,64,1
Male,Married,2,High School,Unemployed,Suburban,65610,0,20000,76,0
Male,Married,0,Postgraduate,Self-Employed,Urban,67553,0,8653,76,0
Male,Married,2,Postgraduate,Employed,Urban,121760,0,21965,102,1
Male,Married,0,Graduate,Unemployed,Rural,38790,0,6422,32,0
Female,Married,2,Graduate,Employed,Rural,95828,0,20268,116,0
Male,Divorced,1,Graduate,Employed,Suburban,56599,0,7509,99,0
Male,Single,1,High School,Unemployed,Urban,56016,0,20000,156,1
Male,Married,3,Graduate,Self-Employed,Urban,57100,0,20000,90,1
Female,Divorced,0,High School,Self-Employed,Suburban,75858,0,21983,33,1
Female,Married,2,Graduate,Employed,Urban,143450,0,25284,23,1
Male,Married,0,Postgraduate,Self-Employed,Urban,141659,0,34784,31,1
Female,Married,0,Graduate,Employed,Urban,45094,0,15587,54,0
Female,Single,0,Graduate,Unemployed,Urban,60715,0,11076,29,0
Female,Single,3,Postgraduate,Unemployed,Urban,79304,0,23227,232,1
Female,Single,0,High School,Employed,Urban,135884,0,26863,205,1
Female,Married,1,Graduate,Self-Employed,Urban,60994,0,18699,65,0
Female,Married,1,High School,Self-Employed,Suburban,125993,0,30610,220,1
Male,Married,2,Graduate,Self-Employed,Urban,114119,0,26315,81,1
Female,Married,0,Postgraduate,Employed,Suburban,92376,0,27595,168,1
Male,Married,0,High School,Employed,Urban,31937,0,5754,126,1
Male,Single,3,Graduate,Self-Employed,Urban,84121,0,21416,182,0
Male,Married,2,Graduate,Self-Employed,Urban,65607,0,15746,144,1
Male,Married,3,Graduate,Unemployed,Urban,107828,0,24640,162,0
Female,Married,2,High School,Employed,Suburban,83748,0,23662,212,1
Male,Married,0,Postgraduate,Employed,Urban,82560,0,22908,57,1
Female,Single,1,High School,Self-Employed,Urban,85316,0,21032,215,1
Male,Married,2,High School,Unemployed,Urban,148326,0,24872,202,0
Male,Married,2,Graduate,Employed,Suburban,95376,0,23701,32,1
Female,Single,2,High School,Unemployed,Suburban,128914,0,25706,113,0
Male,Married,2,High School,Self-Employed,Urban,136089,0,25364,209,1
Female,Single,2,Postgraduate,Self-Employed,Urban,142128,0,38812,157,1
Female,Single,2,Graduate,Employed,Urban,140402,0,35992,23,1
Female,Married,0,High School,Unemployed,Urban,57811,0,20000,197,0
Male,Single,3,Graduate,Unemployed,Urban,63896,0,20000,20,1
Male,Married,0,Graduate,Unemployed,Urban,53438,0,12767,179,1
Female,Married,0,Graduate,Self-Employed,Urban,81231,1,21806,34,1
Male,Married,1,Graduate,Employed,Suburban,143312,1,25757,85,1
Male,Married,3,Graduate,Employed,Urban,44119,0,14811,181,0
Female,Single,3,High School,Employed,Suburban,62303,0,20000,53,1
Male,Single,0,High School,Employed,Urban,80827,1,22132,239,1
Female,Single,1,Graduate,Self-Employed,Urban,47360,0,13515,13,1
Female,Married,0,Postgraduate,Employed,Urban,92326,1,27519,230,1
Male,Married,3,High School,Employed,Urban,31791,0,7441,19,0
Female,Single,0,Graduate,Employed,Urban,61833,0,22894,93,0
Female,Single,1,High School,Employed,Rural,78478,0,22752,237,1
Female,Married,0,Graduate,Self-Employed,Urban,107314,0,29530,91,1
Male,Single,2,Graduate,Self-Employed,Urban,52335,0,7193,61,0
Male,Single,1,Postgraduate,Employed,Urban,95634,0,27095,77,1
Female,Married,2,High School,Employed,Urban,144882,1,30454,110,1
Female,Divorced,3,Graduate,Employed,Urban,99819,0,23857,127,1
Female,Single,0,Postgraduate,Self-Employed,Suburban,86148,0,22103,25,0
Female,Single,2,Graduate,Employed,Urban,117480,0,23489,129,0
Female,Divorced,0,High School,Employed,Suburban,132722,0,28629,13,0
Female,Single,0,Graduate,Employed,Urban,88959,0,22672,41,1
Male,Married,2,Graduate,Employed,Urban,60819,0,7930,121,0
Male,Single,1,Postgraduate,Employed,Urban,99149,0,20369,62,1
Female,Married,0,High School,Self-Employed,Urban,68036,0,8991,133,0
Female,Single,0,Graduate,Self-Employed,Urban,106077,0,25551,122,0
Male,Single,2,Graduate,Employed,Urban,62871,1,23086,181,0
Female,Married,2,High School,Employed,Urban,40063,1,5210,90,1
Female,Married,2,High School,Employed,Suburban,93141,0,21377,43,0
Female,Married,1,Graduate,Employed,Urban,68399,0,20353,118,1
Male,Single,2,Graduate,Employed,Urban,94249,0,28209,209,1
Female,Single,1,Graduate,Employed,Urban,113079,0,29973,114,1
Male,Married,3,Graduate,Employed,Urban,146431,0,42459,213,1
Male,Single,1,Graduate,Self-Employed,Urban,137726,0,33282,232,1
Female,Married,1,Graduate,Self-Employed,Suburban,44467,0,8894,196,0
Female,Married,1,High School,Employed,Urban,65241,0,20000,199,1
Female,Divorced,3,Postgraduate,Employed,Urban,101834,0,21191,181,1
Female,Married,2,Graduate,Employed,Rural,129552,0,36915,143,1
Female,Married,3,Graduate,Employed,Urban,95534,1,20992,130,1
Female,Married,3,High School,Employed,Suburban,30957,1,7376,54,0
Female,Divorced,3,High School,Employed,Urban,31329,0,10175,82,0
Female,Single,3,Graduate,Self-Employed,Urban,87762,0,24031,23,1
Male,Married,0,Graduate,Unemployed,Urban,111931,0,20659,203,1
Male,Married,2,High School,Employed,Rural,138585,0,23884,181,1
Male,Married,1,High School,Self-Employed,Suburban,132297,0,29312,236,1
Male,Married,3,Graduate,Employed,Rural,24844,0,8246,157,0
Male,Married,3,Graduate,Employed,Urban,84230,0,23366,179,1
Male,Single,1,Graduate,Self-Employed,Urban,55351,0,18067,122,0
Male,Married,0,High School,Self-Employed,Urban,23096,1,6936,29,0
Female,Single,1,Graduate,Self-Employed,Suburban,60954,1,20000,190,1
Female,Married,1,Postgraduate,Employed,Urban,96994,0,27223,181,1
Male,Single,0,High School,Unemployed,Urban,125448,0,28778,202,1
Male,Single,1,High School,Unemployed,Urban,51073,0,16816,64,0
Male,Single,2,Postgraduate,Self-Employed,Urban,47867,0,15535,106,0
Female,Married,3,High School,Employed,Urban,93064,0,21189,86,1
Female,Single,3,Postgraduate,Employed,Suburban,99054,0,29296,82,1
Male,Divorced,3,Postgraduate,Employed,Urban,68284,0,20370,217,1
Male,Married,1,Postgraduate,Employed,Urban,60215,1,16088,145,0
Female,Married,3,High School,Employed,Urban,104675,0,22602,200,1
Male,Single,2,Graduate,Self-Employed,Suburban,75729,0,21076,13,1
Male,Married,0,High School,Employed,Suburban,54283,0,11254,137,0
Female,Married,0,Graduate,Self-Employed,Urban,61623,0,20000,36,1
Female,Single,0,High School,Unemployed,Urban,100249,0,21623,158,1
Female,Single,3,Postgraduate,Employed,Suburban,94476,0,25324,141,1
Male,Married,1,Graduate,Self-Employed,Urban,27313,0,8192,23,0
Female,Single,1,High School,Self-Employed,Urban,78587,0,23416,40,1
Male,Single,2,Graduate,Unemployed,Suburban,105432,1,25537,23,1
Male,Single,2,Postgraduate,Employed,Rural,95409,0,25487,184,1
Male,Single,1,Graduate,Self-Employed,Rural,103477,0,21166,81,0
Female,Single,3,Graduate,Employed,Suburban,75645,0,21511,52,1
Male,Single,3,High School,Employed,Urban,149436,1,43123,179,1
Male,Married,1,Postgraduate,Employed,Urban,51728,0,12667,58,0
Female,Married,3,Postgraduate,Unemployed,Suburban,67954,0,12032,174,0
Female,Single,1,High School,Self-Employed,Urban,45617,0,14354,131,0
Male,Single,2,High School,Self-Employed,Rural,101553,0,24341,174,1
Female,Married,2,Graduate,Unemployed,Urban,129110,1,36516,30,1
Female,Single,3,High School,Self-Employed,Urban,54998,1,13077,210,0
Male,Married,3,Graduate,Self-Employed,Suburban,136645,0,36025,171,1
Male,Married,1,High School,Employed,Suburban,139664,1,21195,143,1
Female,Married,3,High School,Unemployed,Urban,35602,0,8770,217,0
Male,Divorced,3,Graduate,Employed,Suburban,64237,0,10468,149,1
Female,Single,1,Graduate,Self-Employed,Urban,74486,0,20895,64,1
Male,Divorced,0,Graduate,Unemployed,Urban,41946,0,11284,113,1
Male,Married,1,Postgraduate,Unemployed,Urban,145971,0,32610,64,1
Male,Married,2,High School,Employed,Urban,48912,0,5390,156,0
Male,Married,0,High School,Self-Employed,Suburban,42698,0,9973,134,0
Male,Married,0,Postgraduate,Unemployed,Suburban,104823,0,25518,168,1
Female,Divorced,3,High School,Unemployed,Urban,59689,1,20000,32,1
Male,Married,1,High School,Unemployed,Suburban,28295,0,6264,227,0
Female,Single,0,High School,Unemployed,Suburban,144524,0,29836,201,1
Male,Married,0,High School,Employed,Urban,76742,0,22861,76,1
Male,Divorced,0,High School,Unemployed,Urban,45076,1,8441,69,0
Male,Divorced,1,High School,Unemployed,Urban,91987,1,27129,180,1
Male,Married,3,High School,Self-Employed,Suburban,69811,0,17018,203,0
Male,Married,1,High School,Employed,Urban,143656,0,21438,163,1
Male,Divorced,3,High School,Employed,Suburban,54680,0,17654,224,0
Male,Divorced,3,Graduate,Self-Employed,Suburban,46901,0,8343,157,1
Female,Married,3,High School,Employed,Suburban,61154,0,20000,159,1
Female,Divorced,3,Graduate,Self-Employed,Urban,40807,0,7575,60,0
Female,Single,3,Graduate,Employed,Urban,41138,0,13370,237,1
Male,Single,2,Postgraduate,Self-Employed,Suburban,74798,0,21763,171,1
Male,Married,2,High School,Employed,Urban,73715,0,20088,80,1
Female,Married,3,Graduate,Employed,Urban,146215,0,27277,133,1
Male,Divorced,0,High School,Self-Employed,Suburban,32263,1,11503,237,0
Male,Divorced,0,High School,Self-Employed,Urban,141236,0,40045,79,1
Male,Single,1,Graduate,Employed,Suburban,22895,0,8147,75,0
Female,Married,3,Graduate,Unemployed,Urban,31153,0,11960,168,0
Male,Single,0,Graduate,Unemployed,Urban,56094,0,20000,69,0
Female,Single,1,High School,Employed,Urban,87035,0,25381,61,1
Male,Divorced,2,Postgraduate,Employed,Suburban,55880,1,9196,221,0
Female,Single,0,High School,Employed,Suburban,115350,0,20377,81,1
Male,Single,2,Postgraduate,Employed,Suburban,52240,0,20000,202,1
Female,Married,3,High School,Self-Employed,Urban,81498,0,22178,112,0
Female,Divorced,3,Graduate,Employed,Rural,55518,0,20000,173,1
Female,Single,3,High School,Employed,Urban,28188,1,8803,210,1
Male,Divorced,1,High School,Self-Employed,Urban,37633,0,6348,90,0
Male,Married,3,High School,Employed,Rural,35641,0,9193,144,0
Female,Single,2,High School,Unemployed,Urban,27480,1,8638,148,1
Male,Married,2,Graduate,Employed,Urban,127290,0,30484,106,0
Female,Divorced,1,Postgraduate,Employed,Urban,125167,0,24407,176,1
Male,Married,3,High School,Unemployed,Suburban,30809,0,9740,182,0
Female,Single,3,Graduate,Employed,Urban,66251,0,20000,158,1
Female,Single,0,High School,Employed,Urban,91195,0,23303,58,1
Male,Married,3,Graduate,Employed,Urban,110470,1,31325,237,1
Female,Single,3,Graduate,Employed,Urban,130318,0,29815,239,1
Male,Married,1,High School,Unemployed,Urban,122044,0,33048,154,0
Female,Married,0,High School,Self-Employed,Urban,36319,0,5800,127,0
Female,Single,3,Graduate,Employed,Urban,110726,0,21261,168,1
Female,Single,0,High School,Unemployed,Rural,60061,0,20000,123,1
Male,Single,0,High School,Employed,Urban,72358,0,20414,91,1
Female,Single,1,High School,Unemployed,Urban,96621,0,25121,138,1
Female,Married,0,Graduate,Employed,Suburban,64079,0,20000,49,1
Female,Married,1,High School,Unemployed,Urban,56196,0,11082,103,1
Female,Married,3,Graduate,Employed,Rural,54434,0,20172,146,0
Female,Divorced,3,Postgraduate,Self-Employed,Urban,105346,0,30061,79,1
Female,Single,3,Postgraduate,Unemployed,Suburban,73290,0,21390,186,1
Male,Single,0,High School,Employed,Suburban,22304,0,5649,55,0
Female,Single,0,High School,Unemployed,Urban,101043,0,24918,173,1
Female,Divorced,3,Graduate,Unemployed,Rural,124736,0,21331,140,1
Male,Single,1,Postgraduate,Employed,Urban,106592,0,23199,147,1
Female,Married,0,Graduate,Self-Employed,Urban,65502,0,14948,149,0
Male,Married,0,High School,Employed,Suburban,35876,0,7009,45,0
Male,Married,2,High School,Employed,Urban,57070,0,21379,32,1
Female,Married,3,Graduate,Unemployed,Urban,126128,1,23710,72,1
Female,Single,3,High School,Self-Employed,Rural,128932,0,36153,108,1
Female,Married,1,Postgraduate,Employed,Rural,44485,1,10122,110,0
Male,Single,2,Postgraduate,Self-Employed,Rural,91850,0,21161,195,1
Male,Single,0,High School,Employed,Urban,95954,0,22242,119,1
Female,Single,3,High School,Unemployed,Urban,59115,0,20000,169,1
Male,Married,1,High School,Employed,Suburban,69335,0,20255,56,1
Male,Single,1,Postgraduate,Employed,Urban,74257,0,21054,211,1
